id,cond,burstcount,betamedian,betamean,endlast,amplast
2,2,2,0.989151358604431,1.06567418575287,191,2.04539394378662
2,2,2,0.973277628421783,1.04914784431458,329,1.39344012737274
2,2,0,0.897510051727295,0.938051342964172,449,0.771130084991455
2,2,2,0.877459645271301,0.897778987884521,327,1.36115109920502
2,2,4,1.07165122032166,1.26612448692322,359,2.65965723991394
2,2,2,0.954777657985687,1.02250587940216,201,0.800946116447449
2,2,0,0.906363725662231,0.900351822376251,449,0.975872814655304
2,2,1,0.917653381824493,0.882853865623474,214,0.884821474552155
2,2,0,0.608110785484314,0.692086577415466,449,0.943649053573608
2,3,4,1.1048241853714,1.12981367111206,261,1.46960115432739
2,3,1,0.80526477098465,0.827705502510071,28,0.972629308700562
2,3,2,0.9037766456604,0.959465801715851,202,1.12980353832245
2,3,7,1.31407713890076,1.24807262420654,433,0.60815167427063
2,3,0,0.814614534378052,0.854094922542572,1,2.06117963790894
2,3,2,1.03687214851379,1.10003697872162,254,1.13182580471039
2,3,2,1.06151485443115,1.05328893661499,157,1.06316471099854
2,3,4,1.06916284561157,1.07897877693176,333,1.37699568271637
2,3,2,0.818104267120361,0.840628623962402,179,1.47725915908813
2,3,1,0.904026627540588,1.13266098499298,186,1.41933906078339
2,3,4,1.05462181568146,1.10456025600433,275,1.4802383184433
2,3,6,1.16301488876343,1.11177730560303,360,0.836334884166718
2,3,8,1.2761265039444,1.28021430969238,388,1.42336618900299
2,3,2,1.05192697048187,1.10181486606598,423,1.09588146209717
2,3,5,0.916985750198364,0.995637595653534,327,1.6987327337265
2,3,8,1.37979638576508,1.38518500328064,415,1.65327322483063
2,3,4,0.989063322544098,1.05270576477051,422,0.891636192798615
2,3,4,0.967217326164246,1.11250579357147,400,2.06043124198914
2,3,4,0.992971897125244,1.01536452770233,253,1.53186643123627
2,3,2,0.875523865222931,0.950821042060852,198,0.544509887695312
2,3,6,1.50176167488098,1.56433570384979,433,1.80452060699463
2,3,1,0.883121728897095,1.02048695087433,315,0.858029782772064
2,3,2,0.760249257087708,0.868450880050659,449,1.2801353931427
2,3,0,0.918416559696198,0.875746667385101,449,0.795825183391571
2,3,4,1.17553305625916,1.18019390106201,445,1.26534974575043
2,3,4,1.12937116622925,1.17093670368195,385,1.6592698097229
2,3,5,1.14325428009033,1.10879349708557,202,1.56053757667542
2,3,0,0.826294302940369,0.823877930641174,449,1.06467914581299
2,3,0,0.792044758796692,0.825045704841614,449,0.655159115791321
2,3,1,0.780337572097778,0.773386120796204,176,0.852778196334839
2,3,4,1.22125053405762,1.17828440666199,423,1.93077492713928
2,3,1,0.752333879470825,0.795400321483612,219,0.865669667720795
2,3,1,0.804173111915588,0.919077813625336,124,1.36258912086487
2,3,2,0.771601498126984,0.833871364593506,403,0.718390882015228
2,3,6,1.13986158370972,1.17158985137939,446,1.28395843505859
2,3,2,0.831881403923035,0.956774950027466,444,1.15944874286652
2,3,7,1.08924412727356,1.09303712844849,248,1.74552619457245
2,3,6,1.19472074508667,1.21222150325775,419,1.27673244476318
2,3,5,1.27478754520416,1.37589609622955,350,1.96024751663208
2,3,4,0.995747745037079,1.03252029418945,445,1.41927242279053
2,3,0,0.773456931114197,0.749632000923157,449,0.951117932796478
2,3,0,0.834298133850098,0.795876502990723,449,0.877077102661133
2,3,3,0.9673752784729,1.04731023311615,378,1.12334799766541
2,3,4,1.10600638389587,1.03119921684265,145,1.46711146831512
2,3,1,0.736069738864899,0.778404116630554,260,1.01812291145325
2,3,1,0.89543890953064,0.925181090831757,119,1.04913008213043
2,3,3,0.94896012544632,1.04078018665314,324,1.14779019355774
2,3,1,0.733558297157288,0.811740875244141,127,1.07031905651093
2,3,3,0.832180678844452,0.868223249912262,380,0.735523641109467
2,3,2,0.952734231948853,1.06389987468719,400,0.891537070274353
2,3,2,0.855982542037964,0.909849405288696,415,0.407952696084976
2,3,1,0.92621922492981,0.933457493782043,136,1.00376093387604
2,3,5,0.987414240837097,1.03716921806335,367,0.699144661426544
2,3,3,1.19661998748779,1.1597306728363,331,1.77363264560699
2,3,0,0.890084385871887,0.874449610710144,449,0.411294609308243
2,3,3,0.99776017665863,1.00172877311707,332,1.62328433990479
2,3,1,0.834075927734375,0.866964876651764,386,0.749053180217743
2,3,0,0.669040441513062,0.696820199489594,449,0.426738083362579
2,3,3,1.05577039718628,1.12654638290405,415,1.43593120574951
2,3,0,0.765119194984436,0.832729518413544,449,1.08372724056244
2,3,0,0.769385874271393,0.783477962017059,449,0.231338247656822
2,3,3,0.803877711296082,0.848448038101196,23,0.657522141933441
2,3,3,0.958380877971649,1.00146901607513,220,1.62243318557739
2,3,4,1.18852877616882,1.27824902534485,296,1.65626621246338
2,3,3,0.948976755142212,1.05129885673523,305,1.32565426826477
2,3,4,0.910174548625946,1.00692629814148,372,1.34794700145721
2,3,1,0.780357599258423,0.846728563308716,22,2.12139630317688
2,3,1,0.908807098865509,0.922319889068604,405,0.838161647319794
2,3,1,0.93921160697937,0.98915308713913,157,1.41217303276062
2,3,1,0.766033530235291,0.785084247589111,262,0.87048614025116
2,3,4,1.25852739810944,1.27192533016205,446,0.556652128696442
2,3,2,0.879114985466003,0.952750861644745,403,2.07065463066101
2,3,2,0.961015224456787,1.00353145599365,388,0.904723703861237
2,3,2,0.83094322681427,0.890298008918762,79,0.808681428432465
